title,location,size,rental fee
3 Bed House with En Suite at Kilimani,Kilimani,3 Bed mansionette to let in Kilimani,"KSh 130,000"
5 Bed House with En Suite in Karen,Karen,5 bedroom house to rent in Karen (Kenya) 3KE161...,"KSh 500,000"
5 Bed Townhouse with Garden in Lavington,"Lavington Nairobi, Lavington",A 5bdrm townhouse to let in lavington.,"KSh 250,000"
5 Bed House with En Suite in Nyari,"Nyari, Westlands",Stunning 4 Bedroomed Double Storey All Ensuite...,"KSh 300,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Cozy 4 Bedroomed Double Storey For Rent In Rund...,"KSh 280,000"
5 Bed Townhouse with En Suite at Karen,Karen,"5br Furnished Towhouse, Karen","KSh 800,000"
4 Bed House in Lavington,Lavington,4 Bed Standalone To Let In Lavington,"KSh 460,000"
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",A Modern 4 Bedroom Townhouse + DSQ located in W...,"KSh 250,000"
3 Bed House with Garden at Karen Area,"Karen area, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 100,000"
4 Bed House in Ridgeways,Ridgeways,Luxurious Ridgeways Four Bedroom Townhouse.,"KSh 250,000"
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,"KSh 350,000"
4 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands",HOMELY 4 BEDROOM TOWNHOUSE TO LET IN A GATED CO...,"KSh 160,000"
1 Bed House with Garden at Dik Dik Lane,"Dik Dik Lane, Karen",1 bedroom bungalow for rent on Dik Dik Lane,"KSh 120,000"
5 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Spring valley 5bedrooms plus ds,"KSh 350,000"
5 Bed House with En Suite at Nyari,"Nyari, Westlands","5br House, Nyari","KSh 350,000"
5 Bed House with En Suite at Bongani Road,"O, Bongani road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 360,000"
4 Bed House with En Suite at Karen,"karen, Karen",Beautiful Four bedroom House,"KSh 250,000"
4 Bed House with En Suite in Riverside,"Riverside, Westlands",4 bedroom house to let,"KSh 190,000"
3 Bed House with En Suite at Karen Area,"O, Karen area, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENY...,"KSh 140,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom Townhouse for rent,"KSh 380,000"
5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",New Spring Valley Five Bedroom Townhouse with a...,"KSh 290,000"
1 Bed House with En Suite in Runda,"Runda, Westlands",Modern Runda One Bedroom Cottage to Let.,"KSh 80,000"
3 Bed House with En Suite at Kangundo Road,"Kangundo road, Kamulu, Kamulu Joska Malaa",Modern 3 bedroom bungalows along Kangundo road...,"KSh 40,000"
3 Bed Townhouse with Garden in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa",A 3bdrm plus DSQ townhouse to let in kileleshwa...,"KSh 180,000"
4 Bed House with En Suite at Dagoretti Road,"Dagoretti road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 160,000"
4 Bed Townhouse in Lavington,Lavington,LAVINGTON 4 BEDROOMS ALL ENSUITE PLUS SQ TO LE...,"KSh 200,000"
5 Bed Villa with En Suite in Karen,Karen,5 Bedroom Villa For Rent In Karen,"KSh 450,000"
6 Bed House with En Suite at Karen,"O, Karen",6 BEDROOM FOR RENT IN KAREN,"KSh 450,000"
3 Bed House with En Suite in Karen,Karen,FANCY KAREN THREE BEDROOM VILLA,"KSh 190,000"
4 Bed House with Garden at Gigiri,"Gigiri, Westlands","4br House, Gigiri","KSh 450,000"
5 Bed Townhouse in Lavington,Lavington,"5 bedrooms, 300k","KSh 300,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Elegant Four Bedrooms House For Rent In Runda,"KSh 350,000"
4 Bed House with En Suite in Kiambu Road,Kiambu Road,4 Bedroom Maisonette Fully Furnished for Rent i...,"KSh 250,000"
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Impressive Modern! Kileleshwa5-Bedroom Villa in...,"KSh 350,000"
4 Bed House with En Suite at Near Galleria Mall,"Near Galleria Mall, Karen",An elegant 4 Bedroom master en suite + Dsq town...,"KSh 290,000"
4 Bed Townhouse with En Suite at Lower Kabete Road,"Lower Kabete road, Lower Kabete, Westlands",Beautiful four bedroom house,"KSh 180,000"
4 Bed Townhouse with Garden in Kilimani,Kilimani,"4 Bedroom + Dsq Maisonnette In Kilimani To Let,...","KSh 135,000"
3 Bed House in Karen,Karen,Three bedrooms plus sq Karen to rent,"KSh 140,000"
4 Bed Townhouse with En Suite at Kyuna,"Kyuna, Westlands","4br Townhouse, Kyuna","KSh 260,000"
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",Magnificent 4 Bedroom Massionette + 2 SQ’s to l...,"KSh 300,000"
3 Bed House with En Suite at Rosslyn,"01, rosslyn, Rosslyn, Westlands",LOVELY 3 BEDROOM BUNGALOW TO RENT IN ROSSLYN,"KSh 350,000"
4 Bed House with En Suite in Kiambu Road,Kiambu Road,4 bedroom townhouse to rent in Kiambu Road (Ken...,"KSh 285,000"
4 Bed Townhouse with En Suite at Kiambu Rd,"Kiambu Rd, Kiambu Road",4 Bedroom Townhouse with DSQ To Let Along Kiam...,"KSh 220,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom Townhouse to Let in Lavington,"KSh 350,000"
2 Bed House with En Suite at Mukoma Road,"mukoma road, Karen",2 BEDROOM FURNISHED COTTAGE FOR RENT IN KAREN N...,"KSh 160,000"
4 Bed Townhouse with En Suite in Kilimani,Kilimani,4Bedroom plus dsq maisonette to let in Kilimani,"KSh 120,000"
4 Bed House with En Suite in Gigiri,"Gigiri, Westlands",4 bedroom for Rent in Gigiri,"KSh 400,000"
4 Bed Townhouse with En Suite at Karen,Karen,"4br Townhouse, Karen","KSh 350,000"
6 Bed Villa with En Suite at Lavington,Lavington,6 bedroom townhouse to let in Lavington at Kes...,"KSh 400,000"
4 Bed House with En Suite at Spring Valley,"01, Spring Valley, Kyuna, Westlands",Executive 4 Bedroom House all en-suite + dsq fo...,"KSh 250,000"
4 Bed House with Garden in Runda,"Runda, Westlands",Exquisite 4 bedroom stand-alone house in Runda.,"KSh 300,000"
5 Bed Townhouse with Garden in Spring Valley,"Spring valley Nairobi, Spring Valley, Westlands",A 5bdrm townhouse to let in spring valley.,"KSh 350,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",spacious 5-bedroom house with a beautiful garde...,"KSh 320,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",Homely 4 bedroom standalone in Kitisuru,"KSh 400,000"
4 Bed House with En Suite at Spring Valley,"00, Spring Valley, Lower Kabete, Westlands",Spacious 4 Bedroom House en-suite + Dsq for Ren...,"KSh 250,000"
4 Bed House with En Suite in Kiambu Road,Kiambu Road,Serene 4 bedroom townhouse for rent in Kiambu R...,"KSh 180,000"
4 Bed House with En Suite at Runda,"x, runda, Runda, Westlands",Lovely 4 bedroom house to let.,"KSh 300,000"
5 Bed Townhouse with En Suite at Kabasirian Avenue,"Kabasirian Avenue, Lavington","Lavington, Kabasirian Avenue, Townhouse- TO LET","KSh 380,000"
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",Exceptional 4 Bedroom Townhouse for rent in Ros...,"KSh 380,000"
5 Bed Townhouse with Swimming Pool in Lavington,Lavington,Lavington in a well secured gated community are...,"KSh 350,000"
3 Bed House with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",3 BEDROOM VILLA IN FOURWAYS JUNCTION TO LET,"KSh 108,000"
4 Bed Townhouse with En Suite at Kitisuru,"Kitisuru, Westlands",Beautiful Four bedroom Townhouse,"KSh 300,000"
4 Bed House with Garden in Kilimani,Kilimani,4 Bedroom house with Garden,"KSh 230,000"
4 Bed House with En Suite in Karen,Karen,4 bedroom to let in karen,"KSh 300,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Stunning 5 Bedroomed Bungalow For Rent In Runda...,"KSh 330,000"
4 Bed House with En Suite at Daggorett Road,"O, Daggorett road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 250,000"
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,"Kileleshwa, Mandela Road, Townhouse – TO LET","KSh 350,000"
5 Bed Townhouse with En Suite at Lavington,Lavington,Modern 5 Bedroom House to Let in Lavington.,"KSh 300,000"
3 Bed House with En Suite in Kilimani,Kilimani,3 bedroom house to rent in Kilimani (Kenya) 3K...,"KSh 150,000"
1 Bed House with Garden at Njumbi Rd,"Njumbi Rd, Lavington",One-Bedroom Furnished Guest wing with a Shared...,"KSh 135,000"
5 Bed Villa with En Suite at Aloo Drive,"Mtwapa, Aloo drive",5 Bedrooms Maisionatte available for long term...,"KSh 60,000"
5 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Lovely five bedroom house,"KSh 350,000"
5 Bed Townhouse with En Suite at Elmollo Drive,"67, Elmollo Drive, Lavington",@4500 USD These are modern beautifully built vi...,"KSh 550,000"
3 Bed House with En Suite at Windy Ridge,"Windy ridge, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 200,000"
4 Bed Townhouse with En Suite at Shanzu Hse 2 Spring Valley.,"0720n/0723p, Shanzu Hse 2 Spring Valley., Spring Valley, Westlands",Timelessly designed four bedroom townhouse; Sha...,"KSh 250,000"
4 Bed House with Garden at Off - Isaac Gathanju Road,"Off - Isaac Gathanju road, Lavington",FOUR BEDROOM ‘STANDALONE’ BUNGALOW ON 1 ACRE GA...,"KSh 400,000"
6 Bed Villa with En Suite in Lavington,Lavington,6 Bedroom Villa For Rent in Lavington,"KSh 350,000"
1 Bed House with En Suite at Kitisuru Road,"Kitisuru road, Kitisuru, Westlands",Cozy furnished Studio,"KSh 90,000"
5 Bed House with Garden at Peponi Road,"Peponi road, Spring Valley, Westlands",To Let - Standalone Bungalow,"KSh 350,000"
4 Bed House with En Suite at Eden Ville Phase 2,"Eden Ville Phase 2, Kiambu Road",4 Br Maisonette To Let in Eden Ville Estate,"KSh 130,000"
4 Bed House with En Suite at Karen Area,"Karen area, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 220,000"
5 Bed House with En Suite at 234,"234, Karen",5 bedrooms house for rent in karen,"KSh 400,000"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4 Bedroom for Rent in Runda,"KSh 350,000"
3 Bed House with En Suite in Kiambu Road,Kiambu Road,3Br Villa to Let in Fourways Junction Estate,"KSh 108,000"
4 Bed House with En Suite at Nairobi,"Kitisuru, Nairobi, Westlands","4 Bedroom Home in a gated community for rent, K...","KSh 458,280"
4 Bed House with En Suite at Karen Road,"Karen road, Karen",four bedrooms plus DSQ for RENT KAREN,"KSh 300,000"
4 Bed House with En Suite at Near Galleria Mall,"Near Galleria Mall, Karen",An elegant 4 Bedroom duble Storey stand-alone h...,"KSh 290,000"
1 Bed House at Karen Plain,"Karen plain, Karen",ONE BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KEN...,"KSh 32,000"
5 Bed Villa with En Suite in Rosslyn,"Rosslyn, Westlands",Exquisite 5-bedroom Villa For Rent - Rosslyn,"KSh 420,000"
4 Bed Townhouse with En Suite at Lower Kabete,"Lower Kabete, Westlands",4 Bedrooms All Ensuite at Lower Kabete,"KSh 250,000"
3 Bed Villa with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",3 BEDROOM VILLA IN FOURWAYS JUNCTION TO LET,"KSh 108,000"
5 Bed Townhouse with En Suite at Link Road,"link road, Nyali Area, Nyali",To let 5bedroom masionette in Nyali,"KSh 85,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",4 Bedroom House on 1/2 acre For Rent,"KSh 400,000"
5 Bed Townhouse with Garden in Kitisuru,"Old kitisuru Nairobi, Kitisuru, Westlands",A 5bdrm townhouse to let in kitisuru.,"KSh 4,250"
4 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",STUNNINGLY DESIGNED 4 BEDROOM MAISONETTE IN A G...,"KSh 106,000"
4 Bed Villa with En Suite in Rosslyn,"Rosslyn, Westlands",4 bedroomed magnificent villa in a gated commun...,"KSh 280,000"
4 Bed House in Kyuna,"Kyuna, Westlands",Four bedrooms plus sq for rent kyuna,"KSh 260,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,A Stunning 4Bedroom all ensuit plus dsq to Let...,"KSh 250,000"
4 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 180,000"
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Luxurious American-Style Homes for Rent in Prim...,"KSh 450,000"
4 Bed Townhouse with Garden in Lower Kabete,"Lower kabete rd Nairobi, Lower Kabete, Westlands",A 4bdrm townhouse to let in lower kabete rd.,"KSh 185,000"
4 Bed Townhouse with En Suite at Rimpa,"Rimpa, Ongata Rongai",4 bedroom All Ensuite Plus family Room,"KSh 70,000"
4 Bed Townhouse with En Suite at Lavington,"Lavington, lavington",Town hse 4bd all ensuite dsq study t.v room Gar...,"KSh 150,000"
4 Bed House with En Suite at Lower Kabete,"x, lower kabete, Lower Kabete, Westlands",Elegant 4 bedroom house to rent,"KSh 555,000"
4 Bed House with En Suite at Rosslyn,"rosslyn, Rosslyn, Westlands",LUXURY REDEFINED! WARM AND MODERN 4 BEDROOM HOU...,"KSh 600,000"
2 Bed House with En Suite in Muthaiga,Muthaiga,2 BEDROOM IN OLD MUTHAIGA,"KSh 496,000"
5 Bed Townhouse with En Suite in Thika,Thika,5 bedroom house to rent in Safari Park (Kenya)...,"KSh 110,000"
1 Bed House with Swimming Pool in Rosslyn,"Rosslyn, Westlands",1BEDROOM FOR RENT IN ROSSLYN LONE TREE,"KSh 130,000"
4 Bed House with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",4+DSQ FOR RENT IN KAREN NAIROBI KENYA,"KSh 250,000"
5 Bed House with En Suite at Kikuyu Gikambura Road,"Kikuyu Gikambura Road, Gikambura, Kikuyu",Kikuyu Gikambura Modern and Spacious 5 bedroom...,"KSh 80,000"
5 Bed Townhouse with En Suite at Off James Gichuru,"Off James gichuru, Lavington",Outstanding 5 bedrooms townhouse in Lavington f...,"KSh 350,000"
1 Bed House with En Suite at Karen Area,"Karen area, Karen",1 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 90,000"
4 Bed House with Garden in Karen,Karen,4 bedroom house to rent in Karen,"KSh 250,000"
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",5 Bedrooms Modern Town house To Let In Kitsuru,"KSh 470,000"
6 Bed House with En Suite in Kyuna,"Kyuna, Westlands",Ultimate Luxury! Kyuna 6 bedroom Villa in a Gat...,"KSh 500,000"
3 Bed House with Garden at Rosslyn,"Rosslyn, Westlands",3 bedroom house to let,"KSh 350,000"
1 Bed House with Alarm at Mbagathi Ridge,"Mbagathi Ridge, Karen",Exquisite 1 bedroom cottage for rent in Mbagath...,"KSh 181,610"
4 Bed House with En Suite at Loresho,"01, Loresho, Westlands",Executive 4 Bedroom House All En-suite + dsq Fo...,"KSh 170,000"
4 Bed House with En Suite at Lavington,Lavington,Lavington 4 bedroom house to let,"KSh 150,000"
2 Bed House with En Suite at Karen,Karen,2 BEDROOM HOUSE FOR RENT IN KAREN,"KSh 65,000"
4 Bed House with Garden in Kileleshwa,Kileleshwa,OFFICE SPACE: FOUR BEDROOM MAISONETTES IN KILEL...,"KSh 110,000"
5 Bed House with En Suite at Lavington,Lavington,Lavington 5 bedroom standalone to let,"KSh 350,000"
6 Bed House at Muthangari Road,"Muthangari road, Lavington",Six bedrooms plus sq for rent lavigton off mung...,"KSh 600,000"
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",Prestigious Four Bedroom Villa for rent off Pep...,"KSh 270,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,BRAND NEW TOWNHOUSE TO RENT,"KSh 300,000"
4 Bed Townhouse with En Suite at Muthaiga Road,"Muthaiga road, Muthaiga",Exclusive four bedroom Townhouse,"KSh 450,000"
3 Bed House with En Suite at Nyali,"nyali, Nyali Area, Nyali","To let 3 bedroom modern apartment with a pool,...","KSh 80,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Lavington 5 bedrooms Townhouse to let in a Gate...,"KSh 200,000"
3 Bed House with En Suite at Muthaiga Road,"90, Muthaiga Road, Muthaiga",Lovely Three bedroom cottage,"KSh 400,000"
3 Bed House with En Suite at Lavington,Lavington,Lavington 3 bedroom standalone to let,"KSh 230,000"
6 Bed House with En Suite at Off Redhill Road,"1, Off Redhill road, Nyari, Westlands",A Beautiful 6 Bedrooms double storied house to...,"KSh 350,000"
6 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,A Luxurious 6Bedroom Townhouse to Let in Kilele...,"KSh 350,000"
5 Bed Townhouse with Garden in Spring Valley,"Spring Valley, Westlands",5 bedroom townhouse to rent in Spring Valley,"KSh 280,000"
5 Bed Villa with En Suite at Peponi Close,"PEPONI CLOSE, Spring Valley, Westlands",EXECUTIVE VILLA,"KSh 350,000"
4 Bed Townhouse at Westlands Court,"Westlands Court, Rhapta Road, Westlands",4 Bedroom Townhouse To Let Off Church Road,"KSh 120,000"
3 Bed House in Ongata Rongai,Ongata Rongai,Three bedrooms to rent rongai,"KSh 30,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 bedroom bungalow house to rent in runda,"KSh 300,000"
4 Bed Villa with En Suite in Lavington,Lavington,4 Bedrooms Villa Gated community of 4 Units wit...,"KSh 330,000"
10 Bed Townhouse with En Suite in Lavington,Lavington,Town house to let,"KSh 700,000"
4 Bed House with En Suite at Horse Shoe,"78, Horse shoe, Runda, Westlands",The village is located in the Runda Estate with...,"KSh 430,000"
4 Bed House with En Suite at Daystar Road,"Daystar road, Athi River",Spectacular 4-Bedroom Maisonette for rent,"KSh 41,500"
4 Bed Townhouse with En Suite in Ridgeways,Ridgeways,4 Bedroom all Ensuite townhouse for Rent in Rid...,"KSh 300,000"
3 Bed Villa with En Suite at Lavington,Lavington,Lavington 3 bedroom standalone to let,"KSh 250,000"
2 Bed House with Garden in Runda,"Runda, Westlands",Cozy 2 Bedroom Furnished Cottage to Let in Rund...,"KSh 130,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,EXECUTIVE 5BEDROOM FOR RENT,"KSh 450,000"
2 Bed House with En Suite at Karen,Karen,2 BEDROOM FURNISHED COTTAGE FOR RENT IN KAREN N...,"KSh 130,000"
7 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","7br House, Kitisuru","KSh 450,000"
5 Bed House with Swimming Pool at Old Muthaiga,"Old Muthaiga, Muthaiga","5br Ambassadorial House, Old Muthaiga","KSh 700,000"
2 Bed Villa with En Suite at La-Marina Mtwapa,"La-marina, La-marina Mtwapa, Mtwapa",2 Bedroom sea view cottage available for holida...,"KSh 8,500"
5 Bed Townhouse with En Suite at Spring Valley Road,"Spring valley road, Spring Valley, Westlands",Exclusive Five bedroom Townhouse,"KSh 300,000"
3 Bed Townhouse with En Suite in Kilimani,Kilimani,3Bedroom maisonette to let in Lavington,"KSh 140,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 Bedroomed Ambassadorial home,"KSh 775,000"
4 Bed Villa with En Suite in Runda,"Runda, Westlands",Old runda 4bedrooms all en-suite furnished vill...,"KSh 350,000"
2 Bed House with En Suite at Kongoni Road,"Kongoni road, Karen",2 BEDROOM FULLY FURNISHED COTTAGE FOR RENT IN K...,"KSh 150,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom townhouse for rent in lavington,"KSh 250,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,4 BEDROOM TOWNHOUSE + DSQ (NEW) TO LET IN LAVIN...,"KSh 350,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Luxury Modern Homes In a Gated Community 4 and...,"KSh 400,000"
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",5 bedroom Town House Plus Dsq,"KSh 280,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",5 bedroom house to rent in Runda (Kenya) 3KE161...,"KSh 775,846"
4 Bed House with En Suite at Kiambu Rd,"01, Kiambu Rd, Ridgeways",Executive 4 Bedroom Bungalow commercial for ren...,"KSh 300,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Elegant 5 Bedroom All Ensuite Townhouse to Let...,"KSh 350,000"
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",Ambassadorial 5 Bedroom House with a 2 bedroom...,"KSh 350,000"
2 Bed House with En Suite at Near Statehouse.,"0721N/0723p, within Milimani, Near Statehouse., State House",Lavishly furnished and serviced two bedroom apa...,"KSh 100,000"
